high_risk_flag,n_days,mean_ret,ann_vol_mean,std_ret,ann_ret,ann_vol_from_ret,t_stat_mean_ret,p_value_mean_ret
0,4363,0.00020146525532130995,0.1256824886989683,0.007846241116921232,0.050769244340970104,0.12455521633213948,,
1,660,-0.0005208338526773651,0.33208174452010547,0.02334008969214436,-0.131250130874696,0.3705124374201365,0.7883257266646719,0.43078024782197455
