regime,n_days,mean_daily_ret,std_daily_ret,mean_ann_vol,worst_day,best_day,ann_ret,ann_vol_from_ret,sharpe_like
0,4363,0.00020146525532130995,0.007846241116921232,0.1256824886989683,-0.03284187885377854,0.026664162439809402,0.050769244340970104,0.12455521633213948,0.40760432068281277
1,650,-0.0004952671387469246,0.02087424870231912,0.3280170636543828,-0.05870078867618389,0.06006960307423448,-0.124807318964225,0.3313684252298949,-0.3766421585800164
2,10,-0.0021826702581559942,0.092000678517591,0.596286000792077,-0.11511706134251476,0.09384243973982187,-0.5500329050553106,1.4604654948404898,-0.3766147895983039
